1687658389# #本来是一个温馨的场面，没想到……我拿你当兄弟，你却想占我便宜允悲消防蓝朋友
1687820423# #【灭火器使用指南】你知道常见的灭火器有多少种类嘛？它们各自的使用范围你了解吗？一起来认真学习这份灭火器使用指南吧~
1689983218# #没想到还有一块钱的火车票【列车消防安全以下几点要知道】在乘坐火车、高铁等交通工具时，千万别带易燃易爆品上车，上车后要熟悉安全通道的位置，禁止在候车大厅、列车上吸烟......更多知识，戳图了解↓↓
1693606429# #【电气线路故障致轿车自燃起火】近日，平鲁区一轿车发生自燃，消防救援人员到达现场后，经侦查发现，一辆小型轿车正在燃烧，火势从车头部位开始蔓延，已进入猛烈燃烧阶段，在确认无人员被困后，警戒组对事故现场进行警戒，随后灭火组利用水枪对自燃车辆进行扑救，为防止车辆复燃，消防员进一步对，
1687302392# #辽宁消防超话消防蓝朋友【高速货车追尾一名司机被困消防全力营救】近日，辽宁葫芦岛，京哈高速北京方向绥中服务区出口发生交通事故，两辆货车追尾，有一人被困驾驶室内。消防员立即赶赴，经过近30分钟的紧急救援，被困司机成功获救，送往医院救治。话筒车祸猛如虎，千万
1693264603# #【汽车自燃司机以为关上门火就灭】近日，江西宜春，一轿车停在路边突然冒烟自燃，车主误认为把车门关紧，没有空间火就能自己熄灭，结果火势迅速蔓延，男子这才报警求助。消防员赶赴，立即架设水枪将火扑灭，但车已被烧成钢架。提示：如遇车辆起火，请立即拨打报警电话。
1692657157# #【母女被困齐腰深水消防员搭人墙救援】8月20日，天津突遇大雨，北辰区一铁道桥洞积水严重，此时一辆SUV汽车涉水时抛锚，由于大雨还未减弱，桥洞中的积水还在不断上涨，情况十分紧急，车内母女拨打119求助消防，消防员接到报警后迅速赶往现场实施救援，最终成功将被困人员救出送至安全区域。
1699566413# #【四川雅安油罐车爆燃致2死2伤学起来！危险货物运输车辆安全防护必知】据，11月7日17时40分左右，四川雅安境内一油罐车发生爆炸燃烧，引燃旁边两辆货车，致2人死亡，另有2名伤者紧急送医救治。
1696627308# #【女子摘柿子摔伤消防登山来救】近日，安徽黄山，一女子在采摘柿子时不慎从树上坠落受伤，消防员到场后利用担架、绳索等工具迅速展开救援，在现场医务人员配合下，经过十多分钟成功将伤者转运下山，目前，伤者已送往医院进一步治疗。双节到安全不放假
1697927636# #【自查！厨房里的7大夺命行为】美味佳肴有千种，厨房安全重中重。厨房是烹饪美食的好去处。但因为用火用电集中，隐藏着不少安全隐患。厨房里存在哪些危险行为？在加工美食的同时，务必注意安全！你好守护者联盟应急科普
1701536355# #【吓傻金毛被消防救出尾巴摇到起飞】近日，安徽亳州，一木材堆着火，火情扑救现场，每个生命都值得好好守护。消防蓝朋友
1703520263# #【消防员废墟中找出8万元结婚钱物】12月25日，青海民和县砂涌救援现场，西宁消防指战员在一处被淤泥掩埋的村民房屋里，搜索出价值8万元的钱物，包括现金、黄金首饰及烟酒。户主杨先生介绍，今天本来是给儿子操办婚礼的日子，一场突如其来的灾难，让婚礼被迫推迟。所幸杨先生一家在灾害发生时，全部逃
1696005631# #【假期出行酒店民宿的消防三宝了解一下】假期高速出行，入住酒店，要时刻谨记消防安全。入住酒店时，要留意出口和疏散通道位置，记住疏散方向，进入房间后要检查酒店消防“三宝”：紧急疏散指引图、防毒面罩、强光手电筒。牢记！双节到安全不放假
1696627489# #【十一假期安全提示文物古建筑消防安全，这些必须get！】文物古建筑多采用纯木、砖木、土木等结构建造，可燃构件多，耐火等级低，极易发生火灾，如何确保文物古建筑消防安全？这些必须get！
1696005662# #【脖子以下全被埋消防徒手挖了2小时】近日，河北石家庄，一男子不慎掉入枯井，无法脱困。消防员赶赴，只见男子脖子以下全被掉落下来的土掩埋，由于作业空间狭小，无法使用大型救援工具，救援人员只能徒手挖掘，再配合铁锹一点一点拓大空间，经过长达近2小时的努力，男子最终成功获救。
1700323808# #辽宁消防超话【一探究竟蓝朋友每天都吃啥】好好工作，当然要饱饱吃饭！对于24小时待命的消防员来说，每天补充好体力是非常重要的，这不，蓝朋友每天吃啥菜，谜底揭晓！各种肉肉、水果、蔬菜，都要流口水啦！人多吃得更香噢~~话说今天中午你们都计划吃点啥？
1687733852# #【洗个澡的工夫娃就把自己困厕所了】近日，辽宁营口，萌娃泡澡时不慎将卫生间门反锁，干着急打不开，家长报警求助。消防员赶赴，隔门安抚娃远离门口，得到回应后小心撬门将娃救出。
1691536916# #【安全乘梯注意事项】电梯事故时有发生，每天乘坐电梯突然故障，该如何自救？这些安全知识您要了解️️️！
1703001624# #【凌晨2时许积石山又救出一名被困者】甘肃临夏积石山县突发6.2级地震，甘肃临夏积石山保安族东乡族撒拉族自治县大河家镇康吊村有群众被困。甘肃地震已致86人遇难96人受伤。12月19日凌晨2时许，甘肃省临夏州积石山县消防救援大队救援人员救出一名被困人员。搜救工作仍在继续。愿平安！
1699289069# #【游客爬山被困悬崖消防升云梯搭救】近日，重庆北碚，两名游客登山看景，不慎被困悬崖边，脚下又陡又深，看得人直打颤，情急之下报警求助。户外活动一定要注意安全！消防蓝朋友
1700499856# #摩托车骑手追尾小汽车坠湖身亡意外落水很危险，一定要学习以下姿势，关键时刻能救命！全国消防宣传月
1696801430# #【小汽车自燃一群人拎着灭火器飞奔】近日，安徽阜阳。一辆小轿车突然发生自燃，危急时刻一群人出手。公交车司机立刻靠边停车，拎着灭火器冲上前。巡逻交警当即设置警戒区域。附近加油站员工送来灭火器。期间热心群众源源不断加入。最后蓝朋友及时赶到，将火扑灭。车辆自燃公交司机警民教科书式接力
1689463428# #【这一抹橙是照亮被困者的光】近日，河南平顶山，暴雨导致小区内涝，多名群众被困家中，由于降雨持续增大，水位不断上升，情况危急。消防员赶赴，涉水前往多名被困人员家中，先后将18名行动不便群众疏散转移至安全地带。
1689846531# #阿消和福宝妹妹邀你关注消防安全
1691625517# #厦门打雷【暴雨是怎样形成的?】暴雨是怎样形成的？让我们一起来了解了解。蓝浙浙的微课堂
1694889674# #【工人被困高空消防架云梯搭救】近日，辽宁锦州，高温天气下，两名工人由于在楼顶长时间进行工作，导致体力不足，无法原路下楼，被困楼顶。消防员接警后赶赴，为其穿上保护措施后使用云梯消防车将其转移至地面。ps:不用客气，这是我们应该做的~
1699566361# #【今日1827】站在原地，或是寻找心中的那束光。1827天，一个镌刻在心底的数字，我们见证彼此的成长。5年，消防救援队伍改革转制后的第1827天，我们乘着时代的浪潮，以传承诠释使命，以使命彰显担当，在无数次的汇聚里看见了中国的力量。1827天前，那被风吹过的旗帜，如今更加光芒万丈！
1701812810# #【消防员压箱底的健身动作全教你了】想拥有蓝朋友一样健康的身材吗？腹肌激活、空中蹬车、卷腹摸膝、屈膝收腹、交替抬腿……这几个动作赶紧练习起来~跟蓝朋友一起健身打卡
1690761332# #【高温天消防员灭火结束后就地睡着】近日，甘肃张掖，灭火救援结束后，消防员原地休整，一身疲惫的他们就地躺下秒睡着。看着高温天气里累得连衣衫都来不及脱下的蓝朋友，感动也心疼！辛苦了！
1700764837# #川川科普消防说【电影院消防安全提醒】很多人在忙碌的间隙会选择去看一场精彩的电影，电影院也存在着不少需要注意的消防安全知识，一起戳图学起来吧~爱乐之城重映
1691367749# #【灭火器的使用方法】灭火器是一种可携式灭火工具，是常见的防火设施之一。掌握灭火器的使用方法，对扑灭初起火灾至关重要。赶紧戳图了解！
1687820450# #【夏季安全生产注意事项】持续高温天气为企业安全生产带来各种各样的“热”隐患。夏季安全生产工作如何做好防范准备？一图读懂↓
1693515872# #【栅栏砸塌私家车消防救出被卡车主】近日，河南南阳，因大雨积水浸泡，一小区围栏倒塌，正好砸在停在旁边的私家车上，车主被困。消防员接警后紧急赶赴，只见车辆被压变形，被困人员受伤，表情痛苦，救援人员赶紧破拆车门救出车主，并抬上救护车交由医护人员进一步救治。
1695485076# #【围观阿克苏消防的大厨做腌菜】秋天来了，冬天还会远吗？为丰富餐桌菜肴品种，新疆阿克苏消防站的大厨提前准备冬储腌菜、泡菜。摘菜、洗菜、切菜、调料、入罐、搅拌……沉浸式围观腌菜全过程。话说最后这个配料部分不能详细教学一下吗？网友：看得哈喇子流下来~
1696176085# #【双节至景区游玩勿忘消防安全】八天小长假，大家都怎么度过？蓝朋友祝大家国庆节快乐，无论是宅在家中、外出旅行、逛街聚会，还是欣赏美景、品尝美食，消防安全千万不能忽视。景色正好，出游享受美好假期的同时也要注意安全哦。更多知识戳视频了解~双节到安全不放假
1704040435# #【元旦聚餐做饭油锅起火这样做】跨年怎么过在家做饭聚餐的朋友可别光吃，你知道油锅起火怎么办吗？迅速关火断气，将切好的冷菜倒入锅中，用锅盖隔绝空气，这些方法真的万无一失吗？有时候，只做这些仍旧无法彻底扑灭油锅火，是哪里出了纰漏？一段真实案例为你揭秘......提示：油锅起火千万不能用
1688862790# #【卡手萌娃站笔直敬礼致谢消防员】近日，重庆，男孩右手被卡进路边进水沟盖板，消防员赶赴顺利帮孩子脱困。话说小萌娃见到了心心念念的消防哥哥，脱困后小身板站得笔直，激动敬礼道谢，看得人心里暖暖~
1698517448# #辽宁消防超话【卓嘎央宗呼吁日常家中要安全用火】家是玉麦，国是中国。养成一个良好习惯，平安走进千万家。日常家中要安全用火、用电、用气，人离开要熄灭火源。出门时，要关掉电源、气源。预防为主，生命至上。全国消防宣传月消防公益说
1688516657# #00后休假海警勇救2名落水儿童【重安全，防溺水】夏季来临，进入了欢快玩水的季节，但是夏季溺水事故多发频发，防溺水教育不可忽视，快和一起来重温防溺水安全知识！
1694378481# #【小伙这被卡造型可以说是相当优雅】近日，安徽合肥，男子骑电动车时不慎摔倒，连脚带鞋卡进横梁中，无奈报警求助。消防员赶赴，只见男子直接瘫倒在地，造型相当清奇，蓝朋友立即扩张横梁缝隙，帮男子脱困。网友：动作相当优雅哈~
1692737269# #【话筒火场逃生，这些方法要掌握！】火灾发生时一定要保持冷静，如果火势不大、尚未对人产生威胁，建议立即使用灭火器、灭火毯等消防器材扑灭。一旦发生大火，应第一时间拨打“119”报警电话。更多火场逃生知识，戳下图了解↓
1701449488# #酒泉市肃北县发生5.0级地震【地震自救口诀了解一下】做一个有准备的人，来一起赢在起跑线上吧！甘肃酒泉地震科普消防说
1690068668# #【火场逃生这些方法要掌握！】火灾发生时一定要保持冷静，如果火势不大、尚未对人产生威胁，建议立即使用灭火器、灭火毯等消防器材扑灭。一旦发生大火，应第一时间拨打“119”报警电话。更多火场逃生知识，戳下图了解↓↓
1689721580# #【夏季玩水要知道哪些事？】会游泳不等于会自救，下水玩耍前，掌握一定的应急知识才能玩得安心。溺水自救有四技，营救溺水者有五招，一图了解↓
1694029618# #【119帮忙开手铐110小哥哥看入神了】近日，四川成都，男子手铐“失灵”打不开了，110上门请求119协助。蓝朋友见状，立即使用工具剪切手铐，将其取下。话说110小哥哥看得超入神哦~网友：这算不算术业有专攻~
1697329189# #400余年古村落家家有泉水和竹林【古建筑物防火知识】文物古建筑的生命只有一次，正确认识文物古建筑的火灾特点，采取行之有效的火灾预防措施，才能最大限度挽救文物古建筑的生命。文物古建筑受建筑特点、地理环境等限制，消防安全要求不同于一般建筑，文物建筑博物馆等单位应严格落实消防安全管理责
1701101305# #【注意这种指尖陀螺玩具有卡手风险】近日，河北廊坊，一男孩玩指尖陀螺时不慎将手指卡进陀螺环中无法取出，无奈报警求助。指尖陀螺也有卡手风险，玩耍时要小心注意。消防蓝朋友
1689721947# #【蛇蛇想得美躲到鸭舍被逮个正着】近日，江西吉安，阳光明媚眼镜蛇钻进鸭舍，如意算盘打得好，既能纳凉还能美餐一顿，被居民发现报警求助。消防员赶赴，使用捕蛇夹三下两下将其抓住装袋带走。蛇蛇：还给我上一课~
1700688140# #【30秒get消防员的健身操】蓝朋友分享运动“秘籍”啦！提肘开合、提膝冲拳、胯下击掌、开合下蹲......跟蓝朋友一起健身打卡，每天15分钟，坚持就有效果，轻松甩掉赘肉~为何脂肪肝会缠上年轻人
1691202143# #【三老人爬山被困黑龙江消防涉水救援】近日，黑龙江哈尔滨，受强降雨影响，三名老人爬山被困。消防员赶赴，进入齐腰的积水中，搭建救援绳索，将三人平安救出。
1687820560# #【洗个澡的工夫娃就把自己困厕所了】近日，辽宁营口，萌娃泡澡时不慎将卫生间门反锁，干着急打不开，家长报警求助。消防员赶赴，隔门安抚娃远离门口，得到回应后小心撬门将娃救出。
1699757108# #【工人被机器卷手消防分秒必争救援】近日，湖北孝感，一名工人施工作业时手部不慎卡在机器中，鲜血直流，工友焦急报警。使用机器一定注意安全！消防蓝朋友
1691454528# #【孩子别怕！消防员怀抱3个月婴儿艰难转移】近日，北京，消防员护送被困村民转移，在水中艰难行进。3个月婴儿在消防员怀中不哭不闹。防汛最新信息汇总（北京电视台）
1698002995# #【女童被钢丝刺穿手指119救娃帮送医】近日，贵州黔南，一女童玩耍时不慎摔倒，下意识用手扶住身旁的电线杆，导致右手小拇指被电线杆牵引钢丝绳分叉的钢丝刺穿，血流不止。消防员赶赴，现场处置以后便将小女孩抱上车，送往就近的医院接受进一步治疗。
1693180005# #【小蛇闯酒吧还没开喝就被消防抓了】近日，广西融水，一条迷你小蛇贪酒吃，闯入酒吧想“小酌两下”，不料吓得顾客急忙报警。消防员赶赴，用捕蛇夹从一箱啤酒中拎出小蛇，并装袋带走，放生野外。蛇：还没喝就被发现了~
1699896229# #【对照自查！8大常见消防误区你了解吗？】关于火灾隐患和火场逃生大家应该都不陌生，但生活中常见的消防误区往往容易被忽略，油锅起火可以用水扑灭？煤气罐着火，先灭火后关阀门？火灾逃生朝光亮走？更多常见消防误区戳视频对照自查↓↓↓
1689722246# #【端碗出警的消防员又回来了】近日，湖南常德，消防员正在吃饭时警铃突然想起，来不及放下碗筷便爬上消防车。突然听到广播，报警人取消了报警，可爱的蓝朋友安心地吃起饭来。ps：真希望警情少一点，让蓝朋友好好吃口饭～消防蓝朋友
1690068645# #【加油站这几种火灾你会正确处理吗？】加油站内一旦发生火灾事故应尽量把它消灭在初起阶段。加油站日常要加强管理，防微杜渐，以确保自身和他人的安全。介绍几种常见火灾的扑救方法！
1688690566# #男孩嘴卡奶瓶消防员憋笑救援【萌娃嘴唇卡酸奶瓶高呼要勇敢】近日，江西宜春，萌娃喝酸奶时意犹未尽一直吸溜，不慎嘴卡酸奶瓶取不下来了，家长无奈抱娃到消防站求助。话说小可爱嘴都张不开了，救援中还不断给自己加油打气，高喊“我要勇敢”，实在是萌翻众人啊~
1693099457# #多锻炼！跟“蓝朋友”一起运动起来吧：超燃练腿操！练好身体服务杭州亚运！你我同行30岁男生给20岁男生的建议
1693955383# #【创造历史！消防世锦赛中国代表队摘金】北京时间9月5日晚，在土耳其伊斯坦布尔进行的第十八届世界消防救援锦标赛中，由王立天、裴中伟、李志伟、穆文明、孙涛、杨定豪和任天歌七名中国选手组成的团队，在手抬机动泵出水打靶项目比赛中，以26秒86的成绩勇夺金牌，创造了中国代表队在此项目中的最佳战
1687302676# #【小羊也没想到这次的经历如此不一般】近日，吉林珲春，连日下雨河道水位上涨，羊群吃嫩草时被河水围困，村民无奈报警。消防员赶赴，冒雨涉水赶羊，奈何这些家伙不懂配合，救援人员费了好一番工夫，终于将它们营救上岸。
1696871361# #【坑里有水为救人消防直说那也得下】近日，河南开封，一男子出行时因天黑没看清路，连人带车掉进泥坑，车子压住腿动弹不得，报警求助。消防员赶赴，确定救援方案后下坑救人，好心群众提醒坑里泥水较多，消防员表示“有水也得下”。随后，坑内消防员与岸上队友配合将男子营救上来。网友：这就是蓝朋友
1697140050# #黑龙江消防快讯【消防闯火场抢出居民价值百万物品】近日，辽宁本溪，一民宅起火，消防员接警后赶赴，竭力扑灭大火后返回火场帮居民寻找幸存物品。看着消防员从火场里抢救出来的一些价值百万的物品，居民感激地连连道谢。ps：不用客气，这都是我们应该做的～消防蓝朋友
1698768103# #【他们拼着命只想让每人都珍惜生命】近日，河南许昌，男子酒后忆起伤心往事，一时想不开徒手爬上15米高井架，热心群众见状赶紧报警。愿每一个人都珍惜生命！
1689031188# #今天是入伏第1天今天开始就要进入为期40天的三伏了！降暑勿忘消防安全，跟着蓝小帮一起来学习吧~消防科普说（虹口）
1687907016# #【卡手娃这回意外圆梦见到了消防员】湖北宜昌，去年冬天跟消防车热情打招呼的小萌娃，近日由于卡手意外与消防员“奔现”了。看着可爱的小消粉手指都卡红肿了，消防哥哥心疼地一直安慰，最后小心撬开门缝，帮娃脱困。
1702570908# #雪🌨️虽然美，但是也容易引发危险，积雪太深不仅容易造成出行不便，还易因路面太滑容易发生各种危险，雪天如何安全出行？戳图了解↓↓↓
1689463453# #【萌娃手卡床板救援时金句疯狂输出】近日，江西景德镇，萌娃午休时不慎将小手塞进床缝不慎被卡，老师无奈报警求助。消防员赶赴，萌娃委屈又无助，救援过程中更是金句狂出，哭唧唧同时不忘吃棉花糖，蓝朋友破拆帮娃脱困。
1703455014# #【消防员救援结束头顶仙气飘飘】近日，安徽蚌埠，画面很美也看得人心疼～消防蓝朋友
1698692925# #【关于电动车这些事必须记牢】电动自行车给我们生活带来便捷的同时，也要时刻注意使用安全。合理控制充电时间，禁止在室内充电，请勿飞线充电，禁止将电动车停放在楼道内......更多知识，戳视频吧~大学生校内乘共享电动车摔伤后身亡
1692296990# #【消防员冲进滚烫铁皮房扑灭大火】近日，山西朔州，一堆放杂物的铁皮库房起火，消防员赶赴。只见现场火势猛烈，火舌破窗而出，滚滚浓烟直冲云霄，铁皮被烧得滚烫，消防员冲进翻滚的黑烟中冒着滚烫高温全力扑救，火灾被成功扑灭，但铁皮房已被烧黑，里面一片狼藉。提示：防火无小事！
1700430218# #【快收下！扶着门框就能拥有好体态】驼背、双下巴……体态不好看？跟着蓝朋友一起来做这三个动作，不需要任何道具，只要扶着门框就够了，快收下这份健身秘籍，一起练起来吧！好的体态，分分钟搞定！跟蓝朋友一起健身打卡
1688079862# #【男子午睡时正充电的手机自燃起火】近日，江西赣州，男子午睡前将手机放在客厅沙发上充电，意外冒烟起火。小孩睡醒发现火已烧大，急忙叫醒父母。消防员赶赴，约15分钟将大火被扑灭，但客厅已被烧的一片狼藉。
1701101283# #去医院的时候需注意消防安全，医院通常存放大量易燃易爆物品、人员密集、建筑楼层较多，一旦发生火灾，很容易引发大面积伤亡事故。一定要重视医疗机构消防安全，防止发生安全事故国家卫健委回应儿童医院人满为患
1702336814# #【要不是主人跑得快蛇蛇我要被带走】近日，安徽合肥，宠物小蛇“贪恋”屋外美景，闯入居民家中，吓得房主赶紧报警。消防蓝朋友赶赴现场，蓝朋友迅速使用工具抓住小蛇，放入盒中准备带回放生野外。此时一男子急喘吁吁跑过来，原来这是他的宠物蛇，最后将小蛇归还该男子，并嘱咐关好宠物。小蛇：俺
1701812888# #辽宁消防超话【涨知识！消防员的服装你见过多少】不同服装代表着不同的救援场景，关于抢险救援服跟灭火战斗服适用于哪些场景你知道么~看给你展示~原来消防器材这么牛
1688430565# #不哭哭，要坚强！有我们在重庆消防消防救援
1689815629# #害怕是本能，但咱们努力克服恐惧，成长为万能消防员！重庆消防
1692737332# #黑龙江消防快讯【电动车冒烟不到2分钟被火吞噬】近日，福建晋江，一外卖小哥送餐途中，发现电动车冒烟，小哥立即将车停靠路边，黑烟滚滚。监控显示，不到2分钟，车子就被火焰吞噬。消防赶赴将火扑灭，但车子被烧的仅剩钢架。提示:高温天气，请定期对电动车维护保养，避免长时间暴晒。消防蓝朋友
1694127268# #【好奇宝宝钻垃圾桶再抬头卡个脖圈】近日，山东烟台，萌娃好奇垃圾桶有啥，一头钻进去探个究竟，再抬起头时，垃圾桶盖卡住脖子拿不下来了，家长施救无果报警求助。消防员赶赴，只见萌娃崩溃大哭，听得人心疼，蓝朋友赶紧安抚住小朋友的情绪小心破拆助娃脱困。网友：这段可以备选婚礼循环播放了~
1698176343# #深圳机场通报不明升空物致航班延误【乘坐飞机安全小贴士】选择乘坐飞机出行时，你知道有哪些安全注意事项吗？如果遇危险应如何应对？戳图了解↓
1688430757# #【保安室惊现两米来长剧毒眼镜王蛇】近日，云南玉溪，一条两米多长的剧毒眼镜王蛇溜进保安室，旁若无人地霸占抽屉，惊醒的保安吓得汗毛直立报警。消防员赶赴，使用捕蛇钳夹住蛇头，并放入事先准备好的铁笼内带走。
1688079677# #【消防安全小知识之安全行车】道路千万条，行车安全第一条，万盛消防提醒您：行车安全无小事！牢记这些安全行车小常识~司机撞倒小孩后两次碾压
1701204302# #【消防员踩着秋叶跳舞画面好唯美】滴，蓝朋友的才艺展示时间到！今天，借着晚秋美景给大家来一段藏族舞，就问你帅不帅？消防员才艺卷起来了
1698517483# #【熊孩子玩火机差点给家烧没】近日，江西景德镇，熊孩子不知咋想的，摆弄打火机玩，不慎点燃柜子上的卫生纸，瞬间燃起火光，燎向周围可燃物。消防员接警后赶赴，只见娃家中已充满滚滚浓烟，赶紧架设水枪灭火，明火被扑灭后，娃家中也被烧得一片狼藉。提示：小朋友不可以乱玩打火机！
1692817344# #【得亏栅栏卡住头不然娃就掉河里了】近日，河南开封，一小萌娃好奇把脑瓜伸出大桥栅栏不慎被卡，家长施救无果焦急报警。蓝朋友赶赴现场时，只见大桥的人行道上里三层外三层站满了看热闹的路人，都想看看谁家小孩儿这么调皮，娃也一脸委屈眼泪汪汪。蓝朋友赶紧引导疏散“吃瓜”群众，破拆栅栏帮娃脱困
1699113715# #【沙尘暴来了怎么办？】快递小哥迟到可能是遇上了沙尘暴沙尘暴的预警信号分为黄色、橙色、红色三级，分别指24小时、12小时、6小时内可能或已出现沙尘暴、强沙尘暴、超强沙尘暴天气并可能持续，收到预警信号后，大家要做好防风沙准备.....更多沙尘暴防御指南，戳视频学习~
1700764886# #【这小菜腌的一吃一个不吱声】来咯来咯，今天的蓝朋友为大家揭秘超下饭的爽口小菜是怎么腌制的~咱自己种的新鲜豇豆、爽脆的萝卜、有点儿辣的青椒，配上蓝朋友特调的料汁，通通放进玻璃缸密封起来，等上几天就能享受美味啦~腌小菜虽简单，但用心做也会有好味道~消防员的美食有多馋人
1699224843# #东北这次强降雪下到发紫【道路结冰易摔倒雪天出行要谨慎】雨雪天气容易导致道路降雪堆积、结冰或湿滑，要多加注意出行安全。雪天开车、骑行和步行有哪些注意事项？如果摔倒，我们该怎么办？戳下图了解↓↓消防安全
1694216255# #【开车一定要经常自查这里防止火灾】近日，安徽六安，一辆半挂车在行驶途中疑似油箱“漏油”，车头突然起火，现场火势凶猛，火舌吞噬了整台车。消防员接警后赶赴，迅速出水灭火。提示：油箱一定要经常检查，行车切勿“带病”上路！
1689639337# #消防蓝朋友【温州女童摔倒手臂被卡旋转门消防火速救援】7月16日，温州永嘉，一女童在通过旋转门时不慎摔倒，左手臂被卡旋转门。消防救援人员到场后，发现女童左手臂整个被卡进了旋转门底下，无法动弹，哭喊不止。因旋转门整体重量较大，无法通过撬棍扩大底部缝隙，决定对旋转门进行拆除，通过利
1702247539# #【有塌腰习惯的看这个视频】长期在办公室久坐？总是颈肩腰腿疼？蓝朋友出招了！几个动作改善塌腰习惯，调节身体小妙招。屏幕前的你快转发收藏，动起来，一起科学健身、保持健康~
1704314789# #【为迎接小砂糖橘漠河消防也拼了】近日，黑龙江漠河，为给外地游客一展东北人的热情大方，蓝朋友也做好了十足准备。听说小砂糖橘们要去消防站参观体验，闲暇之余大家拿起工具就开始抠雪雕，还设计出了一个个人形小洞洞，把自己直接放进雪雕“展示”，可以说是十分努力了。网友：漠河拿不出极光也行
1696718746# #【秋季防火小贴士】秋季风干物燥，是火灾事故的多发季节，为避免火灾的发生，为大家准备了一份秋季防火小贴士，记得仔细看哦。戳图了解↓
1689293760# #【游乐园游玩带上这份安全指南】游乐场背后暗藏着哪些危险？到游乐场游玩需要注意哪些事项，戳图↓↓学习，转发扩散！
1691108054# #【手机充电需记住这些】现在人们几乎手机不离身，每天频繁地为手机充电，办公室、床头、客厅的插座基本都插着充电器。手机充电器长期插在插座上有漏电、发热起火的风险。怎样给手机充电才安全？一起了解↓
1688349481# #【保安室惊现两米来长剧毒眼镜王蛇】近日，云南玉溪，一条两米多长的剧毒眼镜王蛇溜进保安室，旁若无人地霸占抽屉，惊醒的保安吓得汗毛直立报警。消防员赶赴，使用捕蛇钳夹住蛇头，并放入事先准备好的铁笼内带走。
1694291736# #【救这浑身是刺的动物消防员太难了】近日，四川成都，一河中惊现“不明生物”，水中碧波里，黑色物体游动，群众报警求助。消防员赶赴，这家伙模样还真不多见，黑黑的尾巴上挂满白刺，身体疑似受伤跳起来很是蹩脚，救援人员又是工具又是大网，好一阵忙乎，才将其捉获，送至相关部门救治。ps:所以这是
1703285754# #【矿山事故自救指南】矿山地下工程中常见的事故包括瓦斯爆炸、矿井火灾、透水事故、冒顶事故等，大多具有突发性、连锁反应的特点。矿山发生事故时，如何自救是井下作业人员的生命必修课。戳图了解自救知识↓↓
1695744172# #【警惕！电动车一入户就成不定时炸弹】都说电动车不能入户，你知道为什么吗？电动车进楼入户发生爆炸屡见不鲜，轻则损失财产重则带走生命。据不完全统计，2021年仅发生在居住场所的电动车火灾就有16989起。电动车一旦失火迅速又猛烈，通常居民家庭没有能力也没有时间有效处置。为了您和他人的生命财
1687475352# #警惕身边的隐形杀手“一氧化碳”
1687734064# #假期旅游回来发现空调没关【高温天气谨防电器火灾】高温天气，空调、冰箱等电器给我们带来清凉的同时，也可能“上火”闹脾气。选用合格电器、避免大功率电器同时启用……家用电器消防安全注意事项，戳图了解↓↓
1694889581# #【这些坏习惯差点把全楼烧没】近日，河南驻马店，一居民私拉电线为放在楼道的冰箱供电，当晚电气线路故障引燃楼道内堆积的大量杂物以及停放的3辆电动自行车，居民母女二人被困二楼。消防员赶赴，救出被困人员的同时出水灭火，但楼道和家里已被烧得一片狼藉。提示：日常生活要警惕身边的火灾隐患！
1698451521# #六旬男子晨跑时一头栽地2女子急抢救【收藏！一条能救命的急救方法合集】心脏骤停、异物卡喉、溺水、心梗、脑卒中……如遇突发急症，现场及时、正确的处理，能为医生救治创造条件，最大限度地挽救生命和减轻伤残。4分钟教你应对6种常见急症↓↓
1692044599# #辽宁消防超话【汛期可别随便下水了】近日，四川眉山，突降大雨致多条河流涨水，4名群众被困河道中央无法脱身，报警求助。消防员赶赴，涉水为群众送去安全装备，穿好后又带其回到安全地带。提示：汛期不要随意在山区河流、自然河段游泳嬉戏！
1690675848# #全民正能量【摆摊送安全消防宣传不停歇】7月26日晚，桐乡大队联合多部门在桐乡吾悦广场开展“平安桐乡日”集中宣传活动。消防员通过发放宣传资料、灭火器示范讲解、现场答疑的形式，向来往群众科普消防安全知识。消防蓝朋友
1701360433# #【待救醉汉大吼朋友麻烦消防员干啥】近日，四川成都，男子醉酒不慎掉进水沟，朋友见状报警求助。成都消防赶赴，只见男子尚未酒醒，一脑门问号“谁给我整沟里了”。看着眼前的消防员，男子更是疑惑，直问朋友“麻烦人消防员干嘛”。男子怪客气，一直拒绝消防员下去帮忙，好一番“谦让”后，男子终于
1698347558# #【消防从便池中捞出老太救命钱】近日，河南南阳，老太不慎将给孙子治病的2000多元医药费掉入病房便池中，心急之下报警求助。消防员赶赴，一边安抚老人情绪一边动手将现金打捞出来。清点完一张不少的“救命钱”，老太激动地让消防员拿点“辛苦费”，蓝朋友连连摆手“我们救援不收费”。网友：被这双向
1688252074# #【男孩捡钥匙不慎手卡下水道】近日，山东济南，男童伸手去捞掉进下水道的钥匙，手臂不慎被牢牢卡住拔不出来了。消防员赶赴，小心破拆下水道缝隙将娃救出，最后还顺便帮娃把钥匙取了出来。
1698347664# #【物流包裹消防安全小贴士】各位剁手党们，马上双11了收快递时一定要注意消防安全哦！淘宝双十一
